Application Number,CSI Project Tilt
SCE-CSI-53633,23
SCE-CSI-09792,19
SCE-CSI-53000,12
SCE-CSI-19259,19
SCE-CSI-63365,26
SCE-CSI-03974,15
SCE-CSI-68585,23
SCE-CSI-09314,26
SCE-CSI-56450,22
SCE-CSI-28719,18
SCE-CSI-66762,22
SCE-CSI-15975,23
SCE-CSI-52460,16
SCE-CSI-04399,17
SCE-CSI-54505,0
SCE-CSI-23192,16
SCE-CSI-50311,17
SCE-CSI-37007,15
SCE-CSI-73812,22
SCE-CSI-31178,24
SCE-CSI-44001,7
SCE-CSI-08396,10
SCE-CSI-68919,26
SCE-CSI-26604,26
SCE-CSI-46670,18
SCE-CSI-02032,20
SCE-CSI-71625,22
SCE-CSI-20293,18
SCE-CSI-67716,19
SCE-CSI-22762,18
SCE-CSI-47009,14
SCE-CSI-16786,18
SCE-CSI-44620,30
SCE-CSI-30666,17
SCE-CSI-41915,18
SCE-CSI-04210,22
SCE-CSI-55067,23
SCE-CSI-05633,23
SCE-CSI-44418,20
SCE-CSI-09760,17
SCE-CSI-53506,30
SCE-CSI-32548,17
SCE-CSI-56320,13
SCE-CSI-34120,1
SCE-CSI-56640,18
SCE-CSI-58256,13
SCE-CSI-19990,17
SCE-CSI-64064,14
SCE-CSI-21723,7
SCE-CSI-55592,18
SCE-CSI-14102,22
SCE-CSI-47911,20
SCE-CSI-09353,20
SCE-CSI-63544,10
SCE-CSI-14779,12
SCE-CSI-74526,22
SCE-CSI-27225,30
SCE-CSI-51482,18
SCE-CSI-07806,18
SCE-CSI-52466,23
SCE-CSI-13165,22
SCE-CSI-38695,5
SCE-CSI-38703,5
SCE-CSI-32589,23
SCE-CSI-09602,15
SCE-CSI-17403,14
SCE-CSI-04979,18
SCE-CSI-23086,23
SCE-CSI-75519,16
SCE-CSI-00383,30
SCE-CSI-28808,26
SCE-CSI-23763,20
SCE-CSI-03821,5
SCE-CSI-10858,21
SCE-CSI-08511,19
SCE-CSI-00842,23
SCE-CSI-12471,18
SCE-CSI-32597,15
SCE-CSI-24678,26
SCE-CSI-76061,15
SCE-CSI-08416,5
SCE-CSI-16081,15
SCE-CSI-16965,26
SCE-CSI-27255,17
SCE-CSI-36987,20
SCE-CSI-09646,18
SCE-CSI-09357,18
SCE-CSI-17858,17
SCE-CSI-08839,22
SCE-CSI-37401,18
SCE-CSI-12744,10
SCE-CSI-65309,18
SCE-CSI-02017,25
SCE-CSI-55629,26
SCE-CSI-10875,23
SCE-CSI-64444,15
SCE-CSI-08170,22
SCE-CSI-59772,22
SCE-CSI-04989,10
SCE-CSI-48210,7
SCE-CSI-14618,19
SCE-CSI-72990,34
SCE-CSI-53128,15
SCE-CSI-14631,22
SCE-CSI-51056,22
SCE-CSI-26424,35
SCE-CSI-04002,21
SCE-CSI-46649,22
SCE-CSI-40192,23
SCE-CSI-71439,18
SCE-CSI-41755,18
SCE-CSI-52455,22
SCE-CSI-25322,23
SCE-CSI-69324,10
SCE-CSI-28009,22
SCE-CSI-70569,17
SCE-CSI-23159,30
SCE-CSI-52987,30
SCE-CSI-73746,20
SCE-CSI-35286,5
SCE-CSI-48352,18
SCE-CSI-01465,17
SCE-CSI-50094,22
SCE-CSI-16657,20
SCE-CSI-45144,5
SCE-CSI-35729,20
SCE-CSI-60900,22
SCE-CSI-16206,21
SCE-CSI-62405,22
SCE-CSI-07668,30
SCE-CSI-65062,23
SCE-CSI-21300,19
SCE-CSI-54649,26
SCE-CSI-29727,5
SCE-CSI-52322,30
SCE-CSI-08405,16
SCE-CSI-57694,24
SCE-CSI-11179,10
SCE-CSI-27203,23
SCE-CSI-67330,18
SCE-CSI-08404,18
SCE-CSI-44025,22
SCE-CSI-14729,22
SCE-CSI-46091,18
SCE-CSI-16245,13
SCE-CSI-69001,8
SCE-CSI-16066,30
SCE-CSI-69796,15
SCE-CSI-05337,18
SCE-CSI-55613,2
SCE-CSI-14029,3
SCE-CSI-47088,18
SCE-CSI-20973,26
SCE-CSI-60314,26
SCE-CSI-08417,16
SCE-CSI-60938,29
SCE-CSI-00287,16
SCE-CSI-08422,30
SCE-CSI-08789,15
SCE-CSI-09600,23
SCE-CSI-17986,18
SCE-CSI-35960,23
SCE-CSI-33136,22
SCE-CSI-26555,17
SCE-CSI-14066,2
SCE-CSI-11279,22
SCE-CSI-30764,26
SCE-CSI-05922,20
SCE-CSI-38706,5
SCE-CSI-03559,18
SCE-CSI-38697,5
SCE-CSI-28140,5
SCE-CSI-28125,19
SCE-CSI-28136,18
SCE-CSI-16890,7
SCE-CSI-14811,22
SCE-CSI-75285,25
SCE-CSI-08481,22
SCE-CSI-04958,13
SCE-CSI-04286,19
SCE-CSI-18933,19
SCE-CSI-13283,18
SCE-CSI-17012,20
SCE-CSI-06417,20
SCE-CSI-28202,5
SCE-CSI-07716,26
SCE-CSI-11150,21
SCE-CSI-18954,22
SCE-CSI-46236,16
SCE-CSI-10905,0
SCE-CSI-51012,23
SCE-CSI-03841,23
SCE-CSI-63867,20
SCE-CSI-03568,15
SCE-CSI-52601,23
SCE-CSI-00561,20
SCE-CSI-74743,20
SCE-CSI-35813,20
SCE-CSI-52450,22
SCE-CSI-02621,30
SCE-CSI-03781,23
SCE-CSI-03672,18
SCE-CSI-17975,30
SCE-CSI-05923,18
SCE-CSI-02011,30
SCE-CSI-03882,17
SCE-CSI-75597,15
SCE-CSI-10706,20
SCE-CSI-12555,18
SCE-CSI-06438,18
SCE-CSI-02754,12
SCE-MASH-00002,18
SCE-CSI-33367,18
SCE-CSI-59516,18
SCE-CSI-35048,23
SCE-CSI-66124,27
SCE-CSI-09226,20
SCE-MASH-00195,0
SCE-CSI-41135,22
SCE-CSI-46280,19
SCE-CSI-11853,15
SCE-CSI-61716,18
SCE-CSI-23549,23
SCE-CSI-53423,17
SCE-CSI-11858,15
SCE-CSI-45030,27
SCE-CSI-20038,17
SCE-CSI-47375,20
SCE-CSI-11205,25
SCE-CSI-52809,20
SCE-CSI-30994,22
SCE-CSI-50167,18
SCE-CSI-36883,16
SCE-CSI-70625,22
SCE-CSI-00209,22
SCE-CSI-71619,35
SCE-CSI-27921,18
SCE-CSI-69934,20
SCE-CSI-04065,22
SCE-CSI-42895,34
SCE-CSI-06692,14
SCE-CSI-17592,28
SCE-CSI-04596,22
SCE-CSI-28540,13
SCE-CSI-22664,22
SCE-CSI-08401,10
SCE-CSI-08406,10
SCE-CSI-06696,23
SCE-CSI-27214,23
SCE-CSI-29494,24
SCE-CSI-08423,20
SCE-CSI-16246,18
SCE-CSI-22213,23
SCE-CSI-26206,34
SCE-CSI-01953,15
SCE-CSI-02886,17
SCE-CSI-37882,23
SCE-CSI-07807,26
SCE-CSI-75404,20
SCE-CSI-39183,27
SCE-CSI-01635,34
SCE-CSI-10230,33
SCE-CSI-75866,22
SCE-CSI-04767,19
SCE-CSI-35481,20
SCE-CSI-03479,22
SCE-CSI-12104,7
SCE-CSI-15603,22
SCE-CSI-08151,18
SCE-CSI-31430,17
SCE-CSI-10324,27
SCE-CSI-00874,30
SCE-CSI-19159,26
SCE-CSI-25866,22
SCE-CSI-09642,22
SCE-CSI-05893,20
SCE-CSI-02414,11
SCE-CSI-01946,30
SCE-CSI-13623,26
SCE-CSI-44837,25
SCE-CSI-10379,22
SCE-CSI-69283,30
SCE-CSI-25952,18
SCE-CSI-76178,14
SCE-CSI-03564,22
SCE-CSI-49339,26
SCE-CSI-08008,22
SCE-CSI-49022,27
SCE-CSI-18480,25
SCE-CSI-70543,24
SCE-CSI-32094,19
SCE-CSI-70544,23
SCE-CSI-07558,18
SCE-CSI-63841,17
SCE-CSI-43028,25
SCE-CSI-30884,17
SCE-CSI-57843,22
SCE-CSI-32720,27
SCE-CSI-72006,25
SCE-CSI-26575,22
SCE-CSI-63662,22
SCE-CSI-40663,22
SCE-CSI-69682,24
SCE-CSI-22285,22
SCE-CSI-73635,30
SCE-CSI-21831,24
SCE-CSI-60167,22
SCE-CSI-11816,24
SCE-CSI-32994,20
SCE-CSI-49439,22
SCE-CSI-19589,26
SCE-CSI-26038,26
SCE-CSI-65849,23
SCE-CSI-19310,20
SCE-CSI-42627,26
SCE-CSI-18117,20
SCE-CSI-74446,24
SCE-CSI-18116,22
SCE-CSI-60064,22
SCE-CSI-28307,22
SCE-CSI-60728,23
SCE-CSI-30656,22
SCE-CSI-44773,26
SCE-CSI-09434,17
SCE-CSI-47558,22
SCE-CSI-05006,26
SCE-CSI-47875,24
SCE-CSI-22750,22
SCE-CSI-76750,5
SCE-CSI-22375,17
SCE-CSI-56907,23
SCE-CSI-28076,22
SCE-CSI-60642,22
SCE-CSI-05241,18
SCE-CSI-59096,20
SCE-CSI-28958,15
SCE-CSI-63531,23
SCE-CSI-53483,25
SCE-CSI-17179,12
SCE-CSI-45689,26
SCE-CSI-74913,27
SCE-CSI-39358,23
SCE-CSI-46343,24
SCE-CSI-70731,26
SCE-CSI-02447,18
SCE-CSI-44663,22
SCE-CSI-20699,18
SCE-CSI-07362,23
SCE-CSI-38721,26
SCE-CSI-30396,30
SCE-CSI-09663,18
SCE-CSI-08257,22
SCE-CSI-22053,22
SCE-CSI-75608,22
SCE-CSI-29179,25
SCE-CSI-39466,25
SCE-CSI-18345,20
SCE-CSI-07899,22
SCE-CSI-27950,23
SCE-CSI-07914,20
SCE-CSI-17025,15
SCE-CSI-17504,27
SCE-CSI-02971,18
SCE-CSI-09367,30
SCE-CSI-11782,22
SCE-CSI-07589,22
SCE-CSI-01710,10
SCE-CSI-11509,16
SCE-CSI-50717,11
SCE-CSI-08296,23
SCE-CSI-58816,0
SCE-CSI-29646,20
SCE-CSI-65648,22
SCE-CSI-02980,18
SCE-CSI-69850,23
SCE-CSI-09239,23
SCE-CSI-19276,0
SCE-CSI-68559,22
SCE-CSI-36058,20
SCE-CSI-73806,22
SCE-CSI-26672,22
SCE-CSI-44942,15
SCE-CSI-40011,18
SCE-CSI-35944,26
SCE-CSI-73433,30
SCE-CSI-41726,22
SCE-CSI-52699,30
SCE-CSI-21569,10
SCE-CSI-59738,1
SCE-CSI-23879,30
SCE-CSI-69051,15
SCE-CSI-17222,20
SCE-CSI-71112,18
SCE-CSI-66095,18
SCE-CSI-05217,22
SCE-CSI-75481,11
SCE-CSI-27197,5
SCE-CSI-05481,23
SCE-CSI-03497,11
SCE-CSI-06020,20
SCE-CSI-08412,10
SCE-CSI-16768,18
SCE-CSI-14646,34
SCE-CSI-34588,30
SCE-CSI-15846,18
SCE-CSI-30219,23
SCE-CSI-38702,5
SCE-CSI-75034,18
SCE-CSI-33450,22
SCE-CSI-21406,16
SCE-CSI-00097,45
SCE-CSI-23212,5
SCE-CSI-45240,18
SCE-CSI-19378,24
SCE-CSI-51551,23
SCE-CSI-12785,17
SCE-CSI-46988,23
SCE-CSI-28447,10
SCE-CSI-42188,21
SCE-CSI-41789,23
SCE-CSI-42178,22
SCE-CSI-41888,20
SCE-CSI-60291,22
SCE-CSI-34703,28
SCE-CSI-44074,16
SCE-CSI-43590,23
SCE-CSI-11595,17
SCE-CSI-00205,17
SCE-CSI-61736,18
SCE-CSI-03507,20
SCE-CSI-14940,10
SCE-CSI-43161,23
SCE-CSI-08399,10
SCE-CSI-43784,17
SCE-CSI-08403,30
SCE-CSI-44385,23
SCE-CSI-20016,21
SCE-CSI-47568,23
SCE-CSI-08418,10
SCE-CSI-67180,15
SCE-CSI-05350,17
SCE-CSI-76236,5
SCE-CSI-28972,22
SCE-CSI-47097,13
SCE-CSI-21060,27
SCE-CSI-61343,20
SCE-CSI-01593,30
SCE-CSI-50629,18
SCE-CSI-18557,20
SCE-CSI-76538,5
SCE-CSI-18562,23
SCE-CSI-50403,5
SCE-CSI-28145,18
SCE-CSI-20346,27
SCE-CSI-08126,22
SCE-CSI-24133,22
SCE-CSI-10931,13
SCE-CSI-05385,17
SCE-CSI-13854,18
SCE-CSI-17004,24
SCE-CSI-00885,30
SCE-CSI-28936,20
SCE-CSI-61444,16
SCE-CSI-56312,18
SCE-CSI-34517,20
SCE-CSI-72536,18
SCE-CSI-18337,22
SCE-CSI-28696,18
SCE-CSI-03068,22
SCE-CSI-31952,20
SCE-CSI-00666,23
SCE-CSI-07290,26
SCE-CSI-07344,26
SCE-CSI-09276,10
SCE-CSI-19809,22
SCE-CSI-07721,26
SCE-CSI-18544,25
SCE-CSI-17774,22
SCE-CSI-09349,22
SCE-CSI-07347,22
SCE-CSI-00772,20
SCE-CSI-34913,21
SCE-CSI-07799,26
SCE-CSI-11206,20
SCE-CSI-34276,30
SCE-CSI-11772,15
SCE-CSI-08484,22
SCE-CSI-27955,12
SCE-CSI-11771,15
SCE-CSI-02477,21
SCE-CSI-07993,22
SCE-CSI-11770,0
SCE-CSI-50284,5
SCE-CSI-09844,10
SCE-CSI-70000,14
SCE-CSI-20230,30
SCE-CSI-58601,18
SCE-CSI-04493,15
SCE-CSI-68355,5
SCE-CSI-20229,26
SCE-CSI-76671,10
SCE-CSI-15339,15
SCE-CSI-74863,19
SCE-CSI-41677,18
SCE-CSI-68550,19
SCE-CSI-33515,17
SCE-CSI-76562,10
SCE-CSI-40222,18
SCE-CSI-54422,23
SCE-CSI-40698,23
SCE-CSI-57776,21
SCE-CSI-54435,20
SCE-CSI-22155,15
SCE-CSI-54441,15
SCE-CSI-25527,22
SCE-CSI-51364,19
SCE-CSI-16635,20
SCE-CSI-55278,18
SCE-CSI-27331,18
SCE-CSI-76713,7
A-2006-120,30
SCE-CSI-71804,20
SCE-CSI-08398,10
SCE-CSI-59866,17
SCE-CSI-29703,15
SCE-CSI-68957,22
SCE-CSI-22370,10
SCE-CSI-50043,21
SCE-CSI-10060,10
SCE-CSI-52202,5
SCE-CSI-27480,10
SCE-CSI-65469,18
SCE-CSI-32777,18
SCE-CSI-71003,16
SCE-CSI-14744,15
SCE-CSI-76509,5
SCE-CSI-08421,10
SCE-CSI-63978,23
SCE-CSI-06722,20
SCE-CSI-58075,10
SCE-CSI-11330,10
SCE-CSI-43638,23
SCE-CSI-18775,30
SCE-CSI-52752,11
SCE-CSI-10611,22
SCE-CSI-76741,10
SCE-CSI-01720,9
SCE-CSI-08710,18
SCE-CSI-74244,10
SCE-CSI-24489,16
SCE-CSI-61049,18
SCE-CSI-16298,11
SCE-CSI-44439,23
SCE-CSI-04336,18
SCE-CSI-47890,19
SCE-CSI-22860,18
SCE-CSI-54294,20
SCE-CSI-01967,10
SCE-CSI-64586,10
SCE-CSI-10221,0
SCE-CSI-70974,20
SCE-CSI-10699,19
SCE-CSI-69252,26
SCE-CSI-08824,5
SCE-CSI-75894,20
SCE-CSI-00002,16
SCE-CSI-11914,17
SCE-CSI-27330,18
SCE-CSI-09207,2
SCE-CSI-24918,18
SCE-CSI-19169,15
SCE-CSI-41538,16
SCE-CSI-43232,20
SCE-CSI-11294,15
SCE-CSI-72228,18
SCE-CSI-39667,4
SCE-CSI-50997,11
SCE-CSI-12732,26
SCE-CSI-06457,22
SCE-CSI-64124,20
SCE-CSI-07248,22
SCE-CSI-74313,24
SCE-CSI-29931,20
SCE-CSI-58707,18
SCE-CSI-32382,30
SCE-CSI-51353,24
SCE-CSI-05072,30
SCE-CSI-52515,20
SCE-CSI-14587,23
SCE-CSI-44885,21
SCE-CSI-05424,18
SCE-CSI-64893,16
SCE-CSI-00066,20
SCE-CSI-57118,25
SCE-CSI-31283,7
SCE-CSI-65376,20
SCE-CSI-25795,18
SCE-CSI-68716,20
SCE-CSI-31923,18
SCE-CSI-44034,23
SCE-CSI-41325,4
SCE-CSI-74561,20
SCE-CSI-35940,20
SCE-CSI-72256,21
SCE-CSI-39607,22
SCE-CSI-76953,15
SCE-CSI-64237,20
SCE-CSI-06221,22
SCE-CSI-49081,18
SCE-CSI-11251,19
SCE-CSI-61429,8
SCE-CSI-19200,19
SCE-CSI-74887,22
SCE-CSI-49057,22
SCE-CSI-32433,18
SCE-CSI-50669,20
SCE-CSI-12850,20
SCE-CSI-64804,20
SCE-CSI-40560,8
SCE-CSI-57903,17
SCE-CSI-41277,30
SCE-CSI-69071,17
SCE-CSI-41778,25
SCE-CSI-44911,10
SCE-CSI-42025,15
SCE-CSI-50439,16
SCE-CSI-33537,17
SCE-CSI-72552,20
SCE-CSI-17918,21
SCE-CSI-64625,12
SCE-CSI-17864,22
SCE-CSI-66473,18
SCE-CSI-38404,23
SCE-CSI-44018,40
SCE-CSI-32124,26
SCE-CSI-63927,20
SCE-CSI-35906,28
SCE-CSI-68568,25
SCE-CSI-03070,25
SCE-CSI-47526,18
SCE-CSI-33313,26
SCE-CSI-25067,18
SCE-CSI-60589,21
SCE-CSI-27323,15
SCE-CSI-57981,20
SCE-CSI-09998,12
SCE-CSI-67198,18
SCE-CSI-13808,20
SCE-CSI-64882,16
SCE-CSI-64857,22
SCE-CSI-29466,22
SCE-CSI-56309,23
SCE-CSI-24110,37
SCE-CSI-56216,18
SCE-CSI-03743,23
SCE-CSI-72216,17
SCE-CSI-33004,21
SCE-CSI-55271,23
SCE-CSI-02144,18
SCE-CSI-58943,21
SCE-CSI-22825,14
SCE-CSI-52726,23
SCE-CSI-12875,23
SCE-CSI-46935,13
SCE-CSI-08415,5
SCE-CSI-70180,12
SCE-CSI-03944,23
SCE-CSI-50575,18
SCE-CSI-03782,23
SCE-CSI-68673,21
SCE-CSI-27195,18
SCE-CSI-62750,15
SCE-CSI-16718,22
SCE-CSI-42538,20
SCE-CSI-05661,14
SCE-CSI-74473,12
SCE-CSI-04808,20
SCE-CSI-69293,18
SCE-CSI-08400,19
SCE-CSI-68932,20
SCE-CSI-58156,20
SCE-CSI-11258,29
SCE-CSI-67276,13
SCE-CSI-24967,14
SCE-CSI-69398,27
SCE-CSI-28533,17
SCE-CSI-69964,21
SCE-CSI-25458,18
SCE-CSI-45662,18
SCE-CSI-08409,10
SCE-CSI-48155,26
SCE-CSI-27210,23
SCE-CSI-52621,22
SCE-CSI-17326,17
SCE-CSI-66261,23
SCE-CSI-08955,19
SCE-CSI-63514,21
SCE-CSI-08419,30
SCE-CSI-45682,18
SCE-CSI-17844,22
SCE-CSI-17952,15
SCE-CSI-70408,10
SCE-CSI-06043,22
SCE-CSI-54147,18
SCE-CSI-19046,18
SCE-CSI-72094,16
SCE-CSI-26318,28
SCE-CSI-69436,10
SCE-CSI-10595,9
SCE-CSI-43206,19
SCE-CSI-07338,17
SCE-CSI-43211,24
SCE-CSI-50635,14
SCE-CSI-32247,20
SCE-CSI-02213,17
SCE-CSI-22770,25
SCE-CSI-26751,18
SCE-CSI-38704,5
SCE-CSI-37703,17
SCE-CSI-00770,12
SCE-CSI-27611,17
SCE-CSI-28559,26
SCE-CSI-34601,11
SCE-CSI-38698,5
SCE-CSI-05713,32
SCE-CSI-75015,28
SCE-CSI-05808,18
SCE-CSI-38699,5
SCE-CSI-22621,18
SCE-CSI-15141,20
SCE-CSI-39145,25
SCE-CSI-27244,24
SCE-CSI-38712,5
SCE-CSI-75211,19
SCE-CSI-28133,23
SCE-CSI-22047,27
SCE-CSI-14809,20
SCE-CSI-36597,18
SCE-CSI-28149,23
SCE-CSI-04039,15
SCE-CSI-28448,23
SCE-CSI-19134,14
SCE-CSI-38791,23
SCE-CSI-34636,23
SCE-CSI-13663,25
SCE-CSI-32310,22
SCE-CSI-09576,27
SCE-CSI-29419,22
SCE-CSI-06789,17
SCE-CSI-03309,19
SCE-CSI-08838,22
SCE-CSI-18024,21
SCE-CSI-29837,23
SCE-CSI-30422,17
SCE-CSI-08555,19
SCE-CSI-19360,24
SCE-CSI-41704,14
SCE-CSI-32063,22
SCE-CSI-34879,32
SCE-CSI-28198,23
SCE-CSI-17514,19
SCE-CSI-02952,22
SCE-CSI-06422,19
SCE-CSI-24405,25
SCE-CSI-28206,21
SCE-CSI-28205,18
SCE-CSI-27276,10
SCE-CSI-32367,23
SCE-CSI-31715,14
SCE-CSI-01904,30
SCE-CSI-10361,20
SCE-CSI-57211,14
SCE-CSI-02333,10
SCE-CSI-04319,17
SCE-CSI-47755,20
SCE-CSI-11533,10
SCE-CSI-42721,18
SCE-CSI-31132,22
SCE-CSI-57204,14
SCE-CSI-16149,17
SCE-CSI-73554,16
SCE-CSI-04541,10
SCE-CSI-66747,5
SCE-CSI-63784,16
SCE-CSI-39866,18
SCE-CSI-68382,15
SCE-CSI-09965,10
SCE-CSI-66868,21
SCE-CSI-22101,18
SCE-CSI-51383,20
SCE-CSI-22149,7
SCE-CSI-53331,20
SCE-CSI-19017,7
SCE-CSI-55164,4
SCE-CSI-23450,7
SCE-CSI-76337,8
SCE-CSI-21862,20
SCE-CSI-58806,20
SCE-CSI-22292,10
SCE-CSI-46916,18
SCE-CSI-17229,17
SCE-CSI-42487,5
SCE-CSI-02564,18
SCE-CSI-62891,22
SCE-CSI-12227,10
SCE-CSI-76359,8
SCE-CSI-10458,4
SCE-CSI-66005,23
SCE-CSI-24008,14
SCE-CSI-65710,18
SCE-CSI-18528,8
SCE-CSI-58032,7
SCE-CSI-32749,30
SCE-CSI-28955,18
SCE-CSI-58532,22
SCE-CSI-26438,2
SCE-CSI-52258,5
SCE-CSI-02803,22
SCE-CSI-61953,18
SCE-CSI-28725,10
SCE-CSI-62956,15
SCE-CSI-14451,19
SCE-CSI-59937,17
SCE-CSI-21613,16
SCE-CSI-47020,22
SCE-CSI-17987,20
SCE-CSI-17370,19
SCE-CSI-27853,15
SCE-CSI-13912,18
SCE-CSI-26081,15
SCE-CSI-04464,30
SCE-CSI-05033,13
SCE-CSI-28582,18
SCE-CSI-13213,10
SCE-CSI-02452,13
SCE-CSI-20529,0
SCE-CSI-03529,24
SCE-CSI-03637,18
SCE-CSI-04668,19
SCE-CSI-06369,10
SCE-CSI-08206,10
SCE-CSI-09050,16
SCE-CSI-09672,14
SCE-CSI-15898,10
SCE-CSI-06431,14
SCE-CSI-30184,5
SCE-CSI-07915,7
SCE-CSI-11717,14
SCE-CSI-15916,0
SCE-CSI-24050,10
SCE-CSI-04479,10
SCE-CSI-17028,14
SCE-CSI-13357,27
SCE-CSI-18039,22
SCE-CSI-10357,20
SCE-CSI-10356,20
SCE-CSI-57471,18
SCE-CSI-11841,12
SCE-CSI-76343,8
SCE-CSI-37076,0
SCE-CSI-10380,19
SCE-CSI-54812,21
SCE-CSI-26853,11
SCE-CSI-68872,23
SCE-CSI-06443,22
SCE-CSI-76330,8
SCE-CSI-24525,34
SCE-CSI-58438,37
SCE-CSI-36852,18
SCE-CSI-45364,26
SCE-CSI-08291,18
SCE-CSI-45094,15
SCE-CSI-02432,18
SCE-CSI-71742,20
SCE-CSI-05887,18
SCE-CSI-76335,8
SCE-CSI-18332,18
SCE-CSI-47731,9
SCE-CSI-32713,23
SCE-CSI-76338,8
SCE-CSI-74840,18
SCE-CSI-56825,22
SCE-CSI-14238,18
SCE-CSI-76346,8
SCE-CSI-26268,18
SCE-CSI-69038,20
SCE-CSI-19388,12
SCE-CSI-62087,17
SCE-CSI-04075,15
SCE-CSI-76347,8
SCE-CSI-15634,25
SCE-CSI-76356,8
SCE-CSI-31663,22
SCE-CSI-60153,18
SCE-CSI-14637,15
SCE-CSI-58832,18
SCE-CSI-27179,5
SCE-CSI-63884,20
SCE-CSI-19387,15
SCE-CSI-60156,13
SCE-CSI-00958,17
SCE-CSI-65146,14
SCE-CSI-32941,30
SCE-CSI-49658,23
SCE-CSI-38279,17
SCE-CSI-24428,25
SCE-CSI-52149,23
SCE-CSI-39867,18
SCE-CSI-57927,20
SCE-CSI-44744,24
SCE-CSI-41505,15
SCE-CSI-41788,19
SCE-CSI-68991,6
SCE-CSI-41590,24
SCE-CSI-76358,8
SCE-CSI-06933,20
SCE-CSI-57945,14
SCE-CSI-23109,4
SCE-CSI-51637,19
SCE-CSI-41796,21
SCE-CSI-51825,19
SCE-CSI-56517,15
SCE-CSI-28712,22
SCE-CSI-73593,18
SCE-CSI-02575,22
SCE-CSI-62172,10
SCE-CSI-18821,18
SCE-CSI-10765,30
SCE-CSI-49429,10
SCE-CSI-03800,17
SCE-CSI-76275,10
SCE-CSI-31550,17
SCE-CSI-71312,20
SCE-CSI-04573,30
SCE-CSI-49717,19
SCE-CSI-20269,16
SCE-CSI-46003,18
SCE-CSI-35293,0
SCE-CSI-67628,23
SCE-CSI-02391,23
SCE-CSI-37430,23
SCE-CSI-50082,19
SCE-CSI-00197,30
SCE-CSI-07266,23
SCE-CSI-60896,21
SCE-CSI-44474,14
SCE-CSI-02393,20
SCE-CSI-43132,15
SCE-CSI-20974,19
SCE-CSI-63448,30
SCE-CSI-23557,22
SCE-CSI-58103,12
SCE-CSI-16209,18
SCE-CSI-76355,8
SCE-CSI-13482,12
SCE-CSI-67866,19
SCE-CSI-09427,20
SCE-CSI-64817,20
SCE-CSI-47046,23
SCE-CSI-05472,12
SCE-CSI-53079,10
SCE-CSI-05989,15
SCE-CSI-71981,30
SCE-CSI-32469,34
SCE-CSI-61051,22
SCE-CSI-17607,19
SCE-CSI-19086,0
SCE-CSI-63083,19
SCE-CSI-04807,9
SCE-CSI-46559,5
SCE-CSI-30657,3
SCE-CSI-76633,10
SCE-CSI-13510,13
SCE-CSI-12534,10
SCE-CSI-76232,30
SCE-CSI-02862,17
SCE-CSI-05120,25
SCE-CSI-44308,7
SCE-CSI-28964,19
SCE-CSI-05058,22
SCE-CSI-67284,23
SCE-CSI-33114,17
SCE-CSI-69785,18
SCE-CSI-17316,24
SCE-CSI-46864,20
SCE-CSI-14738,10
SCE-CSI-57565,18
SCE-CSI-31680,22
SCE-CSI-43945,18
SCE-CSI-02415,15
SCE-CSI-74836,8
SCE-CSI-03701,18
SCE-CSI-58306,18
SCE-CSI-40995,20
SCE-CSI-00107,5
SCE-CSI-69432,18
SCE-CSI-42658,20
SCE-CSI-56371,15
SCE-CSI-23832,17
SCE-CSI-37688,11
SCE-CSI-58301,30
SCE-CSI-13088,9
SCE-CSI-13091,9
SCE-CSI-13094,9
SCE-CSI-13093,9
SCE-CSI-04214,22
SCE-CSI-13092,9
SCE-CSI-21459,26
SCE-CSI-06723,20
SCE-CSI-20520,9
SCE-CSI-03241,17
SCE-CSI-15729,10
SCE-CSI-04029,18
SCE-CSI-15852,14
SCE-CSI-15861,4
SCE-CSI-35850,23
SCE-CSI-02435,17
SCE-CSI-12472,9
SCE-CSI-31649,17
SCE-CSI-02518,20
SCE-CSI-01152,25
SCE-CSI-01158,25
SCE-CSI-07776,17
SCE-CSI-11284,17
SCE-CSI-13134,18
SCE-CSI-05362,22
SCE-CSI-26747,20
SCE-CSI-12307,18
SCE-CSI-29173,18
SCE-CSI-03886,14
SCE-CSI-74999,18
SCE-CSI-13173,22
SCE-CSI-13184,26
SCE-CSI-13174,30
SCE-CSI-11351,15
SCE-CSI-75291,25
SCE-CSI-23054,10
SCE-CSI-14806,28
SCE-CSI-37124,18
SCE-CSI-08475,22
SCE-CSI-37732,20
SCE-CSI-12722,19
SCE-CSI-15688,27
SCE-CSI-15023,30
SCE-CSI-41670,24
SCE-CSI-16912,3
SCE-CSI-16905,23
SCE-CSI-04461,7
SCE-CSI-31406,22
SCE-CSI-30901,18
SCE-CSI-18922,17
SCE-CSI-13761,14
SCE-CSI-25507,19
SCE-CSI-00830,18
SCE-CSI-30332,10
SCE-CSI-08125,26
SCE-CSI-04664,14
SCE-CSI-13269,17
SCE-CSI-11492,10
SCE-CSI-09350,12
SCE-CSI-36823,22
SCE-CSI-32843,12
SCE-CSI-15161,25
SCE-CSI-12503,19
SCE-CSI-32346,22
SCE-CSI-09355,22
SCE-CSI-14536,22
SCE-CSI-09213,16
SCE-CSI-15951,25
SCE-CSI-36358,22
SCE-CSI-37814,19
SCE-CSI-22886,23
SCE-CSI-26135,3
SCE-CSI-03655,20
SCE-CSI-25378,11
SCE-CSI-27273,18
